parents,has_nurs,housing,social,health,target
3,1,2,3,2,spec_prior
3,1,2,3,3,spec_prior
3,1,2,3,1,not_recom
3,1,3,1,2,priority
3,1,3,1,3,spec_prior
3,1,3,1,1,not_recom
3,1,3,2,2,priority
3,1,3,2,3,spec_prior
3,1,3,2,1,not_recom
3,1,3,3,2,spec_prior
3,1,3,3,3,spec_prior
3,1,3,3,1,not_recom
3,1,3,1,2,priority
3,1,3,1,3,spec_prior
3,1,3,1,1,not_recom
3,1,3,2,2,priority
3,1,3,2,3,spec_prior
3,1,3,2,1,not_recom
3,1,3,3,2,spec_prior
3,1,3,3,3,spec_prior
3,1,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,priority
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,priority
3,2,3,2,1,not_recom
3,2,3,3,2,priority
3,2,3,3,3,priority
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,priority
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,priority
3,2,3,2,1,not_recom
3,2,3,3,2,priority
3,2,3,3,3,priority
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,priority
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,priority
3,2,2,2,1,not_recom
3,2,2,3,2,priority
3,2,2,3,3,priority
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,priority
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,priority
3,2,1,2,1,not_recom
3,2,1,3,2,priority
3,2,1,3,3,priority
3,2,1,3,1,not_recom
3,2,1,1,2,priority
3,2,1,1,3,spec_prior
3,2,1,1,1,not_recom
3,2,1,2,2,priority
3,2,1,2,3,spec_prior
3,2,1,2,1,not_recom
3,2,1,3,2,spec_prior
3,2,1,3,3,spec_prior
3,2,1,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,2,1,2,priority
3,2,2,1,3,spec_prior
3,2,2,1,1,not_recom
3,2,2,2,2,priority
3,2,2,2,3,spec_prior
3,2,2,2,1,not_recom
3,2,2,3,2,spec_prior
3,2,2,3,3,spec_prior
3,2,2,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,2,3,1,2,priority
3,2,3,1,3,spec_prior
3,2,3,1,1,not_recom
3,2,3,2,2,priority
3,2,3,2,3,spec_prior
3,2,3,2,1,not_recom
3,2,3,3,2,spec_prior
3,2,3,3,3,spec_prior
3,2,3,3,1,not_recom
3,3,1,1,2,priority
3,3,1,1,3,priority
3,3,1,1,1,not_recom
3,3,1,2,2,priority
3,3,1,2,3,priority
3,3,1,2,1,not_recom
3,3,1,3,2,priority
3,3,1,3,3,priority
3,3,1,3,1,not_recom
3,3,1,1,2,priority
3,3,1,1,3,spec_prior
3,3,1,1,1,not_recom
3,3,1,2,2,priority
3,3,1,2,3,spec_prior
3,3,1,2,1,not_recom
3,3,1,3,2,spec_prior
3,3,1,3,3,spec_prior
3,3,1,3,1,not_recom
3,3,2,1,2,priority
3,3,2,1,3,spec_prior
3,3,2,1,1,not_recom
3,3,2,2,2,priority
3,3,2,2,3,spec_prior
3,3,2,2,1,not_recom
3,3,2,3,2,spec_prior
3,3,2,3,3,spec_prior
3,3,2,3,1,not_recom
3,3,2,1,2,priority
3,3,2,1,3,spec_prior
3,3,2,1,1,not_recom
3,3,2,2,2,priority
3,3,2,2,3,spec_prior
3,3,2,2,1,not_recom
3,3,2,3,2,spec_prior
3,3,2,3,3,spec_prior
3,3,2,3,1,not_recom
3,3,3,1,2,priority
3,3,3,1,3,spec_prior
3,3,3,1,1,not_recom
3,3,3,2,2,priority
3,3,3,2,3,spec_prior
3,3,3,2,1,not_recom
3,3,3,3,2,spec_prior
3,3,3,3,3,spec_prior
3,3,3,3,1,not_recom
3,3,3,1,2,priority
3,3,3,1,3,spec_prior
3,3,3,1,1,not_recom
3,3,3,2,2,priority
3,3,3,2,3,spec_prior
3,3,3,2,1,not_recom
3,3,3,3,2,spec_prior
3,3,3,3,3,spec_prior
3,3,3,3,1,not_recom
3,3,1,1,2,priority
3,3,1,1,3,spec_prior
3,3,1,1,1,not_recom
3,3,1,2,2,priority
3,3,1,2,3,spec_prior
3,3,1,2,1,not_recom
3,3,1,3,2,spec_prior
3,3,1,3,3,spec_prior
3,3,1,3,1,not_recom
3,3,1,1,2,priority
3,3,1,1,3,spec_prior
3,3,1,1,1,not_recom
3,3,1,2,2,priority
3,3,1,2,3,spec_prior
3,3,1,2,1,not_recom
3,3,1,3,2,spec_prior
3,3,1,3,3,spec_prior
3,3,1,3,1,not_recom
3,3,2,1,2,priority
3,3,2,1,3,spec_prior
